time,text,url,retweet_count,favorite_count
Mon Oct 11 07:42:07 +0000 2021,"Why did Kerala have a backlog of 7,000 COVID-19 deaths? NTAGI chairman NK Arora explains https://t.co/Sh1fnwavDs",https://www.republicworld.com/india-news/general-news/why-did-kerala-have-a-backlog-of-7000-covid-19-deaths-ntagi-chairman-nk-arora-explains.html,3,6
Mon Oct 11 07:37:26 +0000 2021,Kerala artist creates 24-foot-long Theyyam's face using bakery products  https://t.co/EwGTx6EonA,https://www.republicworld.com/india-news/city-news/kerala-artist-creates-24-foot-long-theyyams-face-using-bakery-products.html,2,14
Mon Oct 11 07:33:29 +0000 2021,Iraq says it has arrested top leader in Islamic State group https://t.co/FhT69OyAct,https://www.republicworld.com/world-news/middle-east/iraq-says-it-has-arrested-top-leader-in-islamic-state-group.html,2,18
Mon Oct 11 07:29:26 +0000 2021,"PM Modi launches Indian Space Association, highlights four pillars to Space Reforms https://t.co/YyU22YaQwu",https://www.republicworld.com/india-news/general-news/pm-modi-launches-indian-space-association-highlights-four-pillars-to-space-reforms.html,4,27
Mon Oct 11 07:25:42 +0000 2021,"#BREAKING | J&amp;K: Encounter between Indian Army and Pakistan terrorists takes place in Poonch, report claims 5 jawan… https://t.co/FizSwVQsZf",https://twitter.com/i/web/status/1447463401639145475,27,70
Mon Oct 11 07:24:18 +0000 2021,"NEET Phase 2 registration 2021 to end today, here is all you need to know https://t.co/sUZHsrKMfQ",https://www.republicworld.com/india-news/education/neet-phase-2-registration-2021-to-end-today-here-is-all-you-need-to-know.html,1,5
Mon Oct 11 07:17:44 +0000 2021,India never had more decisive government: PM Modi https://t.co/jv7bIdTCaV,https://www.republicworld.com/india-news/general-news/india-never-had-more-decisive-government-pm-modi.html,7,71
Mon Oct 11 07:14:31 +0000 2021,"US, UK issue advisory; warn citizens to avoid Kabul hotel over 'security threats' https://t.co/DiBaMrIoOQ",https://www.republicworld.com/world-news/rest-of-the-world-news/us-uk-issue-advisory-warn-citizens-to-avoid-kabul-hotel-over-security-threats.html,2,11
Mon Oct 11 07:14:01 +0000 2021,Dubai police nabs Israeli man allegedly smuggling 500 kg pure cocaine worth $136 million https://t.co/bQsebQ4LXz,https://www.republicworld.com/world-news/middle-east/dubai-police-nabs-israeli-man-allegedly-smuggling-500-kg-pure-cocaine-worth-136-dollars-million.html,10,41
Mon Oct 11 07:10:08 +0000 2021,#IPL2021: Will it be MS Dhoni's CSK vs Virat Kohli's RCB in final? Fans can't keep calm https://t.co/hkSzuEWAkr,https://www.republicworld.com/sports-news/cricket-news/ipl-2021-will-it-be-ms-dhonis-csk-vs-virat-kohlis-rcb-in-final-fans-cant-keep-calm.html,2,29
Mon Oct 11 07:09:51 +0000 2021,CBI raids Anil Deshmukh's premises in Nagpur; likely to summon ex-Maharashtra Home Min https://t.co/sOSP0BZdBv,https://www.republicworld.com/india-news/general-news/cbi-raids-anil-deshmukhs-premises-in-nagpur-likely-to-summon-ex-maharashtra-home-min.html,11,74
Mon Oct 11 07:06:50 +0000 2021,Uttarakhand minister Yashpal Arya &amp; his MLA son join Congress in Rahul Gandhi’s presence https://t.co/GjuQXl61GP,https://www.republicworld.com/india-news/politics/uttarakhand-minister-yashpal-arya-and-mla-son-join-congress-in-rahul-gandhis-presence.html,1,11
Mon Oct 11 07:02:00 +0000 2021,"Karnataka SSLC supplementary result 2021 likely to be out today, check details here https://t.co/PrOHRnRhOr",https://www.republicworld.com/india-news/education/karnataka-sslc-supplementary-result-2021-likely-to-be-out-today-check-details-here.html,1,11
Mon Oct 11 07:00:27 +0000 2021,J&amp;K: NIA team prepares strategy to crackdown terror activities post civilian killings https://t.co/n4mi1d2TAN,https://www.republicworld.com/india-news/law-and-order/j-and-k-nia-team-prepares-strategy-to-crackdown-terror-activities-post-civilian-killings.html,4,27
Mon Oct 11 06:52:26 +0000 2021,Delhi minister Satyendar Jain claims NTPC cut supply to 50% at all plants  https://t.co/6JpgccYnjD,https://www.republicworld.com/india-news/general-news/delhi-minister-satyendar-jain-claims-ntpc-cut-supply-to-50-percent-at-all-plants.html,0,15
Mon Oct 11 06:49:16 +0000 2021,Split in Mahagatbandhan imminent? Congress vows to defeat RJD candidates in Bihar bypolls https://t.co/dyIMEAwMHT,https://www.republicworld.com/india-news/politics/split-in-mahagatbandhan-imminent-congress-vows-to-defeat-rjd-candidates-in-bihar-bypolls.html,2,23
Mon Oct 11 06:42:50 +0000 2021,"International Day of Girl Child 2021: Know its history, significance and other details
https://t.co/js12S5EDyN",https://www.republicworld.com/world-news/rest-of-the-world-news/international-day-of-girl-child-2021-know-its-history-significance-and-other-details.html,2,18
Mon Oct 11 06:42:24 +0000 2021,Congress demands action against perpetrators post clashes between 2 groups in MP's Indore https://t.co/IXbyUZRVi1,https://www.republicworld.com/india-news/politics/congress-demands-action-against-perpetrators-post-clashes-between-2-groups-in-mps-indore.html,1,13
Mon Oct 11 06:39:13 +0000 2021,IGNOU July Admissions 2021: Deadline for IGNOU ODL online program registration ends today https://t.co/6ZOmM6DAiW,https://www.republicworld.com/india-news/education/ignou-july-admissions-2021-deadline-for-ignou-odl-online-program-registration-ends-today.html,2,9
Mon Oct 11 06:31:50 +0000 2021,"Aryan Khan arrested: Court asks NCB to file reply, bail hearing slated for October 13

https://t.co/Wprocvrl4a",https://www.republicworld.com/india-news/general-news/aryan-khan-arrested-live-updates-bail-plea-filed-before-court-hearing-to-commence-soon.html,13,67
Mon Oct 11 06:30:54 +0000 2021,"COVID: Singapore reopens borders for travelers from 11 countries, India excluded from list https://t.co/Ld3v1hmhiR",https://www.republicworld.com/world-news/rest-of-the-world-news/covid-singapore-reopens-borders-for-travelers-from-11-countries-india-excluded-from-list.html,1,8
Mon Oct 11 06:28:12 +0000 2021,Tyson Fury calls Deontay Wilder 'sore loser' after retaining WBC heavyweight title https://t.co/Nfsi3VYRlt,https://www.republicworld.com/sports-news/other-sports/tyson-fury-calls-deontay-wilder-sore-loser-after-retaining-wbc-heavyweight-title.html,0,4
Mon Oct 11 06:24:00 +0000 2021,"Urban Company to enhance partners' earnings amid beauticians' protest, issues statement https://t.co/H38vvKUt8q",https://www.republicworld.com/business-news/india-business/urban-company-to-enhance-partners-earnings-amid-beauticians-protest-issues-statement.html,0,9
Mon Oct 11 06:21:19 +0000 2021,"MP: Burglar doesn't find much at govt official's home, leaves behind note https://t.co/d8ITQ9svFY",https://www.republicworld.com/india-news/city-news/mp-burglar-doesnt-find-much-at-govt-officials-home-leaves-behind-note.html,1,14
Mon Oct 11 06:19:59 +0000 2021,"Saifuddin Soz confronted by Republic; reiterates need to hold talks with terrorists, Pak https://t.co/q52f8OEa9X",https://www.republicworld.com/india-news/politics/saifuddin-soz-confronted-by-republic-reiterates-need-to-hold-talks-with-terrorists-pak.html,3,7
Mon Oct 11 06:19:49 +0000 2021,"Delhi: Massive fire breaks out at paper godown in Harsh Vihar, no injuries reported https://t.co/GU05TCxNpz",https://www.republicworld.com/india-news/city-news/delhi-massive-fire-breaks-out-at-paper-godown-in-harsh-vihar-no-injuries-reported.html,1,5
Mon Oct 11 06:18:50 +0000 2021,"#LIVE | Our approach to Space reforms is based on 4 pillars - freedom to private sector in innovation, role of Govt… https://t.co/s8FIv33UyB",https://twitter.com/i/web/status/1447446573906944001,13,95
Mon Oct 11 06:17:03 +0000 2021,Security beefed up in Kolkata after terror alert during Durga Puja https://t.co/vkpzfuoBrA,https://www.republicworld.com/india-news/city-news/security-beefed-up-in-kolkata-after-terror-alert-during-durga-puja.html,5,37
Mon Oct 11 06:13:30 +0000 2021,"Aryan Khan arrested LIVE updates: Bail plea filed before NDPS court, hearing commences

https://t.co/Wprocvrl4a",https://www.republicworld.com/india-news/general-news/aryan-khan-arrested-live-updates-bail-plea-filed-before-court-hearing-to-commence-soon.html,5,15
Mon Oct 11 06:13:11 +0000 2021,Paul McCartney says John Lennon was responsible for The Beatles' breakup https://t.co/2IhqqP8nqD,https://www.republicworld.com/entertainment-news/music/paul-mccartney-says-john-lennon-was-responsible-for-the-beatles-breakup.html,2,16
Mon Oct 11 06:06:30 +0000 2021,"CA December exam 2021 registration with late fine begins today, check registration steps https://t.co/euqctPHhME",https://www.republicworld.com/india-news/education/ca-december-exam-2021-registration-with-late-fine-begins-today.html,1,7
Mon Oct 11 06:06:03 +0000 2021,Brazil's unvaccinated President Jair Bolsonaro not allowed to watch football match https://t.co/EWTvKFlfQt,https://www.republicworld.com/world-news/south-america/brazils-unvaccinated-president-jair-bolsonaro-not-allowed-to-watch-football-match.html,1,19
Mon Oct 11 05:58:26 +0000 2021,"Hawaii: Consecutive earthquakes rock Big Island's Naalehu, no tsunami expected https://t.co/98hviyN91U",https://www.republicworld.com/world-news/rest-of-the-world-news/hawaii-consecutive-earthquakes-rock-big-islands-naalehu-no-tsunami-expected.html,4,21
Mon Oct 11 05:51:26 +0000 2021,RSS chief Mohan Bhagwat slams the West for rising drug trend in Indians amid NCB crackdown https://t.co/3JISJtdSjO,https://www.republicworld.com/india-news/general-news/rss-chief-mohan-bhagwat-slams-the-west-for-rising-drug-trend-in-indians-amid-ncb-crackdown.html,7,62
Mon Oct 11 05:47:42 +0000 2021,China has no business to occupy land that rightfully belongs to India: Maj Gen GD Bakshi https://t.co/r8eJpWdC3A,https://www.republicworld.com/india-news/general-news/china-has-no-business-to-occupy-land-that-rightfully-belongs-to-india-maj-gen-gd-bakshi.html,6,51
Mon Oct 11 05:36:15 +0000 2021,Star quarterback Josh Allen insanely leaps over defender for a first-down run: Watch https://t.co/0JJGa5wPFf,https://www.republicworld.com/sports-news/other-sports/star-quarterback-josh-allen-insanely-leaps-over-defender-for-a-first-down-run-watch.html,2,9
Mon Oct 11 05:33:26 +0000 2021,"Aryan Khan arrested LIVE updates: Bail plea filed before NDPS court, hearing today

https://t.co/Wprocvrl4a",https://www.republicworld.com/india-news/general-news/aryan-khan-arrested-live-updates-bail-plea-filed-before-court-hearing-to-commence-soon.html,6,39
Mon Oct 11 05:30:35 +0000 2021,Maharashtra bandh: BEST bus services shut in Mumbai after stone pelting https://t.co/gMCs78Zqd0,https://www.republicworld.com/india-news/city-news/maharashtra-bandh-best-bus-services-shut-in-mumbai-after-stone-pelting.html,3,24
Mon Oct 11 05:25:11 +0000 2021,"MHT CET Answer Key 2021 will be released today, Read details https://t.co/m78sJsLeMG",https://www.republicworld.com/india-news/education/mht-cet-answer-key-2021-to-be-released-today-know-how-to-download.html,1,8
Mon Oct 11 05:22:59 +0000 2021,"JEE Advanced 2021 result to be out on Oct 15, check how to apply for AAT here https://t.co/s05HvXJLEe",https://www.republicworld.com/india-news/education/jee-advanced-2021-result-to-be-out-on-oct-15-check-how-to-apply-for-aat-here.html,2,14
Mon Oct 11 05:22:08 +0000 2021,"Maharashtra Bandh: Local trains and essential services operating, informs Mumbai Police https://t.co/hW3nGIkw7j",https://www.republicworld.com/india-news/city-news/maharashtra-bandh-local-trains-and-essential-services-operating-informs-mumbai-police.html,3,15
Mon Oct 11 05:14:11 +0000 2021,WhatsApp users will soon be able to pause voice recordings and record again https://t.co/GuCaU2yhuG,https://www.republicworld.com/technology-news/apps/whatsapp-users-will-soon-be-able-to-pause-voice-recordings-and-record-again.html,1,24
Mon Oct 11 05:10:45 +0000 2021,New Zealand's doctors and teachers must soon be vaccinated https://t.co/s8vqE6LBed,https://www.republicworld.com/world-news/rest-of-the-world-news/new-zealands-doctors-and-teachers-must-soon-be-vaccinated.html,3,40
Mon Oct 11 05:00:59 +0000 2021,Lionel Messi 'makes the impossible possible' in Argentina's clash against Uruguay: Watch https://t.co/IHMOWrOW3C,https://www.republicworld.com/sports-news/football-news/lionel-messi-makes-the-impossible-possible-in-argentinas-clash-against-uruguay-watch.html,2,24
Mon Oct 11 04:58:17 +0000 2021,12.8% of Kerala population faces mental health issues: Health Minister Veena George  https://t.co/fPrMOdNxx2,https://www.republicworld.com/india-news/general-news/12-dot-8-percent-of-kerala-population-faces-mental-health-issues-health-minister-veena-george.html,11,99
Mon Oct 11 04:55:55 +0000 2021,Poland: Tens of thousands take part in pro-European protests amid 'Polexit' alarm https://t.co/uB5JWAHQM8,https://www.republicworld.com/world-news/europe/poland-tens-of-thousands-take-part-in-pro-european-protests-amid-polexit-alarm.html,0,18
Mon Oct 11 04:55:17 +0000 2021,Sasikala to visit Jayalalithaa's memorial on October 16 amid fresh bid to control AIADMK https://t.co/UDf8jdQ9x1,https://www.republicworld.com/india-news/politics/sasikala-to-visit-jayalalithaas-memorial-on-october-16-amid-fresh-bid-to-control-aiadmk.html,1,13
Mon Oct 11 04:44:57 +0000 2021,DU Admissions 2021 under 2nd cut-off list to begin today; Check list of courses and details https://t.co/JnljqhLCE8,https://www.republicworld.com/india-news/education/du-admissions-2021-under-2nd-cut-off-list-to-begin-today-check-list-of-courses-here.html,1,12
Mon Oct 11 04:40:43 +0000 2021,Priti Patel miffed with UK PM Boris Johnson squashing sexual harassment law: Report https://t.co/tB6Xo9Vq9F,https://www.republicworld.com/world-news/uk-news/priti-patel-miffed-with-uk-pm-boris-johnson-squashing-sexual-harassment-law-report.html,3,27
Mon Oct 11 04:39:35 +0000 2021,"JP Morgan Chase backs Bitcoin, says cryptocurrency better hedge than gold https://t.co/v56k0oVO7V",https://www.republicworld.com/business-news/international-business/jp-morgan-chase-backs-bitcoin-says-cryptocurrency-better-hedge-than-gold.html,3,12
Mon Oct 11 04:27:46 +0000 2021,Is Blackpink's Jisoo dating soccer star Son Heung-Min? YG entertainment answers https://t.co/HCjejM20Kr,https://www.republicworld.com/entertainment-news/music/is-blackpinks-jisoo-dating-soccer-star-son-heung-min-yg-entertainment-answers.html,2,12
Mon Oct 11 04:24:34 +0000 2021,Taiwan sends special thanks to India for 'touching National Day messages' and support https://t.co/cNxaSZRp8k,https://www.republicworld.com/world-news/rest-of-the-world-news/taiwan-sends-special-thanks-to-india-for-touching-national-day-messages-and-support.html,24,195
Mon Oct 11 04:05:34 +0000 2021,'North Korea hasn't changed': High profile defector on world's most secretive nation https://t.co/hHO4z8Byxm,https://www.republicworld.com/world-news/rest-of-the-world-news/north-korea-hasnt-changed-high-profile-defector-on-worlds-most-secretive-nation.html,5,34
Mon Oct 11 03:56:34 +0000 2021,LAC standoff lingers on as China rejects India's constructive suggestions during dialogue https://t.co/LFIWWMqCpW,https://www.republicworld.com/india-news/general-news/lac-standoff-lingers-on-as-china-rejects-indias-constructive-suggestions-during-dialogue.html,4,35
Mon Oct 11 03:50:06 +0000 2021,"Punjab power crisis deepens, Govt buys electricity from open-exchange at Rs 11.47 per unit https://t.co/yFBM6sLoIc",https://www.republicworld.com/india-news/general-news/punjab-power-crisis-deepens-govt-buys-electricity-from-open-exchange-at-rs-11-dot-47-per-unit.html,4,12
Mon Oct 11 03:49:13 +0000 2021,"UN, Bangladesh sign 'generous' MoU to aid Rohingya refugees relocated to island https://t.co/MyS9bOSCdr",https://www.republicworld.com/world-news/rest-of-the-world-news/un-bangladesh-sign-generous-mou-to-aid-rohingya-refugees-relocated-to-island.html,2,22
Mon Oct 11 03:42:42 +0000 2021,Indian Navy to participate in 2nd Phase of Maritime Exercise Malabar from Oct 12-15 https://t.co/iQSM8V4KiF,https://www.republicworld.com/india-news/general-news/indian-navy-to-participate-in-2nd-phase-of-maritime-exercise-malabar-from-oct-12-15.html,4,27
Mon Oct 11 03:35:08 +0000 2021,"Chemicals used in TVs, car seats hamper brain development in kids: Study https://t.co/8ahoHYB90E",https://www.republicworld.com/lifestyle/health/chemicals-used-in-tvs-car-seats-hamper-brain-development-in-kids-study.html,2,21
Mon Oct 11 03:32:30 +0000 2021,"Karnataka Min Ashwathnarayan lauds NEP, says 'it will create a well-rounded personality' https://t.co/C8v6EIwJ3v",https://www.republicworld.com/india-news/education/karnataka-min-ashwathnarayan-lauds-nep-says-it-will-create-a-well-rounded-personality.html,4,28
Mon Oct 11 03:30:20 +0000 2021,Navjot Sidhu skips Punjab CM Charanjit Channi's son's wedding; escalates tensions https://t.co/36ErsTSVCz,https://www.republicworld.com/india-news/politics/navjot-sidhu-skips-punjab-cm-charanjit-channis-sons-wedding-escalates-tensions.html,3,37
Mon Oct 11 03:15:57 +0000 2021,"Amid Aryan Khan's case, Kangana Ranaut highlights Jackie Chan apologising for son's arrest https://t.co/HutrNF6MaI",https://www.republicworld.com/entertainment-news/bollywood-news/amid-aryan-khans-case-kangana-ranaut-highlights-jackie-chan-apologising-for-sons-arrest.html,98,650
Mon Oct 11 03:12:15 +0000 2021,BCCI secretary Jay Shah hails 'finisher' MS Dhoni's crucial knock against Delhi Capitals https://t.co/T7EIXZ3gO5,https://www.republicworld.com/sports-news/cricket-news/bcci-secretary-jay-shah-hails-finisher-ms-dhonis-crucial-knock-against-delhi-capitals.html,3,63
Mon Oct 11 03:01:01 +0000 2021,Knives out in BJP over Rajib Banerjee's induction in Nat'l Executive amid overture to TMC https://t.co/FhhYVd6Sjk,https://www.republicworld.com/india-news/politics/knives-out-in-bjp-over-rajib-banerjees-induction-in-natl-executive-amid-overture-to-tmc.html,1,20
Mon Oct 11 02:57:39 +0000 2021,"Reliance New Energy Solar announces acquisition of REC Solar Holdings for $771 million
https://t.co/d9FKQSZwJ6",https://www.republicworld.com/business-news/india-business/reliance-new-energy-solar-announces-acquisition-of-rec-solar-holdings-for-771-dollars-million.html,7,81
Mon Oct 11 02:55:35 +0000 2021,Czech president hospitalised; could affect forming new govt https://t.co/NkdXIoM13w,https://www.republicworld.com/world-news/europe/czech-president-hospitalised-could-affect-forming-new-govt.html,2,17
Mon Oct 11 02:53:08 +0000 2021,Union Minister Ramdas Athawale backs NCB; refutes Nawab Malik's 'BJP connections' claim https://t.co/81LKo32yz5,https://www.republicworld.com/india-news/politics/union-minister-ramdas-athawale-backs-ncb-refutes-nawab-maliks-bjp-connections-claim.html,9,86
Mon Oct 11 02:44:53 +0000 2021,Virat Kohli 'rewrites' tweet on MS Dhoni's match-winning knock against Delhi Capitals https://t.co/ugdqqk3Zns,https://www.republicworld.com/sports-news/cricket-news/virat-kohli-rewrites-tweet-on-ms-dhonis-match-winning-knock-against-delhi-capitals.html,3,44
Mon Oct 11 02:40:54 +0000 2021,"In Lakhimpur Kheri case, Congress claims Centre, UP govt trying to protect MoS Teni's son https://t.co/9oPvEV1zBx",https://www.republicworld.com/india-news/politics/in-lakhimpur-kheri-case-congress-claims-centre-up-govt-trying-to-protect-mos-tenis-son.html,3,14
Mon Oct 11 02:23:00 +0000 2021,SAFF Championship: Captain Sunil Chhetri ties Pele record in India's win over Nepal https://t.co/z7MZZFZBZj,https://www.republicworld.com/sports-news/football-news/saff-championship-captain-sunil-chhetri-ties-pele-record-in-indias-win-over-nepal.html,5,42
Mon Oct 11 02:21:34 +0000 2021,Immunity from Pfizer's COVID vaccine wears off; doctors advise recipients to not panic https://t.co/0kq8wHAC0n,https://www.republicworld.com/world-news/us-news/immunity-from-pfizers-covid-vaccine-wears-off-doctors-advise-recipients-to-not-panic.html,7,24
Mon Oct 11 02:19:02 +0000 2021,UP BJP chief takes veiled dig at Ashish Mishra; says 'you will get votes for your conduct' https://t.co/QzuKrgmpOe,https://www.republicworld.com/india-news/politics/up-bjp-chief-takes-veiled-dig-at-ashish-mishra-says-you-will-get-votes-for-your-conduct.html,2,36
Mon Oct 11 02:16:56 +0000 2021,Karnataka health min blames modernity for stress; laments 'women want to be single now' https://t.co/V41EZdYjqw,https://www.republicworld.com/india-news/general-news/karnataka-health-min-blames-modernity-for-stress-laments-women-want-to-be-single-now.html,5,29
Mon Oct 11 02:11:28 +0000 2021,North Korean leader calls for improved living conditions https://t.co/5FLA98Y49z,https://www.republicworld.com/world-news/rest-of-the-world-news/north-korean-leader-calls-for-improved-living-conditions.html,3,19
Mon Oct 11 02:08:39 +0000 2021,"IPL 2021: MS #Dhoni gifts signed ball to emotional CSK fan after vintage knock against DC, watch https://t.co/1xKVoLbZc5",https://www.republicworld.com/sports-news/cricket-news/ipl-2021-ms-dhoni-gifts-signed-ball-to-emotional-csk-fan-after-vintage-knock-against-dc.html,3,58
Mon Oct 11 02:03:02 +0000 2021,Kamal Haasan urges TN govt to obtain more coal to avoid repeat of 2006-2011 power cuts https://t.co/oVjPC8G5xi,https://www.republicworld.com/india-news/politics/kamal-haasan-urges-tn-govt-to-obtain-more-coal-to-avoid-repeat-of-2006-2011-power-cuts.html,1,18
Mon Oct 11 02:00:38 +0000 2021,Sydney opens to vaccinated after 100-plus days of lockdown https://t.co/U3mGfJi9JE,https://www.republicworld.com/world-news/australia/sydney-opens-to-vaccinated-after-100-plus-days-of-lockdown.html,1,22
Mon Oct 11 01:58:30 +0000 2021,IPL 2021: CSK fan gets emotional after MS Dhoni hits winning runs against Delhi Capitals | WATCH https://t.co/HFs5fW5feg,https://www.republicworld.com/sports-news/cricket-news/ipl-2021-csk-fan-gets-emotional-after-ms-dhoni-hits-winning-runs-against-delhi-capitals.html,4,48
Mon Oct 11 01:55:55 +0000 2021,IPL 2021: Sakshi Dhoni and daughter Ziva celebrate after MS Dhoni hits winning runs; Watch https://t.co/OB7nTj78sj,https://www.republicworld.com/sports-news/cricket-news/ipl-2021-sakshi-dhoni-and-daughter-ziva-celebrate-after-ms-dhoni-hits-winning-runs-watch.html,7,106
Mon Oct 11 01:48:47 +0000 2021,"After first meeting in Doha, Taliban says US to provide humanitarian aid to Afghanistan https://t.co/ndN8Xn3s4N",https://www.republicworld.com/world-news/us-news/after-first-meeting-in-doha-taliban-says-us-to-provide-humanitarian-aid-to-afghanistan.html,3,20
Mon Oct 11 01:28:36 +0000 2021,"Angela Merkel thanks Israel for honorary doctorate, hails two countries' partnership https://t.co/49lg9kuuQg",https://www.republicworld.com/world-news/europe/angela-merkel-thanks-israel-for-honorary-doctorate-hails-two-countries-partnership.html,5,61
Sun Oct 10 20:16:37 +0000 2021,IPL 2021: MS Dhoni lifts the lid on his mindset during crucial 18-run cameo vs DC https://t.co/MbOW7p5HLL,https://www.republicworld.com/sports-news/cricket-news/ipl-2021-ms-dhoni-lifts-the-lid-on-his-mindset-during-crucial-18-run-cameo-vs-dc.html,5,107
Sun Oct 10 19:48:36 +0000 2021,IPL 2021: Virat Kohli tweets 'king is back' as vintage Dhoni secures CSK win https://t.co/dxFJ2fGfCN,https://www.republicworld.com/sports-news/cricket-news/ipl-2021-virat-kohli-tweets-king-is-back-as-vintage-dhoni-secures-csk-win.html,8,155
Sun Oct 10 18:51:37 +0000 2021,Health Minister Mansukh Mandaviya urges people 'not to let their guard down' against COVID https://t.co/joOpNDWC0b,https://www.republicworld.com/india-news/general-news/health-minister-mansukh-mandaviya-urges-people-not-to-let-their-guard-down-against-covid.html,12,124
Sun Oct 10 18:38:01 +0000 2021,Those who can mow down farmers and the law can also crush the Constitution: Akhilesh Yadav https://t.co/5PcPqxFCFW,https://www.republicworld.com/india-news/politics/those-who-can-mow-down-farmers-and-the-law-can-also-crush-the-constitution-akhilesh-yadav.html,0,41
Sun Oct 10 18:26:05 +0000 2021,Maharashtra bandh: BJP warns against forceful closure of shops; police tightens security https://t.co/29FEa4o59O,https://www.republicworld.com/india-news/general-news/maharashtra-bandh-bjp-warns-against-forceful-closure-of-shops-police-tightens-security.html,25,193
Sun Oct 10 18:25:47 +0000 2021,Devender Rana &amp; Surjit Slathia continue to bat for 'Jammu Declaration' after quitting NC https://t.co/6FmBSLEmjb,https://www.republicworld.com/india-news/politics/devender-rana-and-surjit-slathia-continue-to-bat-for-jammu-declaration-after-quitting-nc.html,0,23
Sun Oct 10 18:17:02 +0000 2021,"Aditya Birla Sun Life AMC IPO listing date on BSE &amp; NSE: Listing on Oct 11, check GMP https://t.co/k0ibERXiEv",https://www.republicworld.com/business-news/india-business/aditya-birla-sun-life-amc-ipo-listing-date-on-bse-and-nse-listing-on-oct-11-check-gmp.html,0,25
Sun Oct 10 18:05:53 +0000 2021,Lakhimpur violence: Ashish Mishra placed under COVID quarantine in district jail https://t.co/Sxer5UBtxP,https://www.republicworld.com/india-news/general-news/lakhimpur-violence-ashish-mishra-placed-under-covid-quarantine-in-district-jail.html,3,56
Sun Oct 10 18:04:26 +0000 2021,"Akali Dal's Sukhbir Badal slams Congress, calls 'Punjab power crisis man-made' https://t.co/JL37lDDZW7",https://www.republicworld.com/india-news/politics/akali-dals-sukhbir-badal-slams-congress-calls-punjab-power-crisis-man-made.html,0,41
Sun Oct 10 18:02:22 +0000 2021,MS Dhoni 'finishes off in style' as CSK beat DC by 4 wickets to reach IPL 2021 final https://t.co/Hx6q2EgGo6,https://www.republicworld.com/sports-news/cricket-news/ms-dhoni-finishes-off-in-style-as-csk-beat-dc-by-4-wickets-to-reach-ipl-2021-final.html,17,286
Sun Oct 10 17:58:15 +0000 2021,UNICEF warns one million Afghan children may face 'severe acute malnutrition' https://t.co/cKqGFLOhLE,https://www.republicworld.com/world-news/rest-of-the-world-news/unicef-warns-one-million-afghan-children-may-face-severe-acute-malnutrition.html,1,24
Sun Oct 10 17:53:21 +0000 2021,"SKM demands Union Min Ajay Mishra's dismissal by Oct 11, threatens to 'intensify' protests https://t.co/kAv488DCGY",https://www.republicworld.com/india-news/politics/skm-demands-union-min-ajay-mishras-dismissal-by-oct-11-threatens-to-intensify-protests.html,4,30
Sun Oct 10 17:35:53 +0000 2021,Bhupesh Baghel confident of Priyanka Gandhi's leadership; 'Congress will form govt in UP' https://t.co/cMvialbq2x,https://www.republicworld.com/india-news/politics/bhupesh-baghel-confident-of-priyanka-gandhis-leadership-congress-will-form-govt-in-up.html,6,56
Sun Oct 10 17:35:40 +0000 2021,Rajasthan police arrest 4 in connection with Dalit lynching case; 1 minor detained https://t.co/aTf4qA1aA6,https://www.republicworld.com/india-news/general-news/rajasthan-police-arrest-4-in-connection-with-dalit-lynching-case-1-minor-detained.html,4,26
Sun Oct 10 17:35:18 +0000 2021,Karnataka CM Bommai approaches Centre to increase coal supply amid alleged shortage https://t.co/49v72OrSg5,https://www.republicworld.com/india-news/general-news/karnataka-cm-bommai-approaches-centre-to-increase-coal-supply-amid-alleged-shortage.html,0,21
Sun Oct 10 17:35:16 +0000 2021,Himachal Pradesh: HPPSC announces interview dates for various posts; Check details here https://t.co/Q1VueMQX87,https://www.republicworld.com/india-news/education/himachal-pradesh-hppsc-announces-interview-dates-for-various-posts-check-details-here.html,0,7
Sun Oct 10 17:34:45 +0000 2021,"Modern Indian women want to stay single, prefer surrogacy after marriage: K'taka Minister https://t.co/IoNqYyEdiv",https://www.republicworld.com/india-news/general-news/modern-indian-women-want-to-stay-single-prefer-surrogacy-after-marriage-ktaka-minister.html,6,35
Sun Oct 10 17:34:34 +0000 2021,Republic top 10 headlines: Pakistan's role in targeted killings in J&amp;K; coal crisis &amp; more https://t.co/Fj7cOS0UxM,https://www.republicworld.com/india-news/general-news/republic-top-10-headlines-pakistans-role-in-targeted-killings-in-j-and-k-coal-crisis-and-more.html,6,23
Sun Oct 10 17:21:14 +0000 2021,MVA appeals people to extend support to Maharashtra bandh over Lakhimpur violence https://t.co/L2mkhOqSdm,https://www.republicworld.com/india-news/general-news/mva-appeals-people-to-extend-support-to-maharashtra-bandh-over-lakhimpur-violence.html,6,27
Sun Oct 10 16:58:04 +0000 2021,Owaisi paints communal colour to Lakhimpur violence; 'had it been Atiq and not Ashish' https://t.co/cj3EDQOBuS,https://www.republicworld.com/india-news/politics/owaisi-paints-communal-colour-to-lakhimpur-violence-had-it-been-atiq-and-not-ashish.html,5,29
Sun Oct 10 16:50:45 +0000 2021,J&amp;K Police confirms Pakistan role behind targeted killing of civilians in Kashmir https://t.co/5pa1eLDav0,https://www.republicworld.com/india-news/general-news/j-and-k-police-confirms-pakistan-role-behind-targeted-killing-of-civilians-in-kashmir.html,96,632
