time,text,url
Fri Oct 08 01:03:11 +0000 2021,"Divert arms money for food, vaccines: Pope at peace meet with Angela Merkel https://t.co/aiUPgS0X7J",https://www.republicworld.com/world-news/europe/divert-arms-money-for-food-vaccines-pope-at-peace-meet-with-angela-merkel.html
Thu Oct 07 22:45:57 +0000 2021,"PM @NarendraModi's 20 Years In Government: 20 Landmark Initiatives Of Transformative Governance #Modi20Years
https://t.co/PWsNMWiPov",https://www.republicworld.com/india-news/politics/pm-modis-20-focus-areas-in-20-years-of-governance-fast-track-to-a-transformed-india.html
Thu Oct 07 20:44:49 +0000 2021,Adar Poonawalla hails UK's decision to scrap quarantine for vaccinated Indian travellers https://t.co/LsWSmLTf5k,https://www.republicworld.com/world-news/uk-news/adar-poonawalla-hails-uks-decision-to-scrap-quarantine-for-vaccinated-indian-travellers.html
Thu Oct 07 20:37:23 +0000 2021,"'Only 2 families protected in Kashmir, yet they can't call a spade a spade': Junaid Mattu https://t.co/qTKuP6pW7M",https://www.republicworld.com/india-news/general-news/only-2-families-protected-in-kashmir-yet-they-cant-call-a-spade-a-spade-junaid-mattu.html
Thu Oct 07 20:27:14 +0000 2021,Africa's Health officials hail new malaria vaccine Mosquirix as 'dramatic game-changer' https://t.co/D0AS8qFkaj,https://www.republicworld.com/world-news/africa/africas-health-officials-hail-new-malaria-vaccine-mosquirix-as-dramatic-game-changer.html
Thu Oct 07 19:37:04 +0000 2021,"PM Modi's gifts' E-auction: Neeraj Chopra's Javelin, Sardar Patel sculpture get top bids https://t.co/ghzIvvQLq7",https://www.republicworld.com/sports-news/other-sports/pm-modis-gifts-e-auction-neeraj-chopras-javelin-sardar-patel-sculpture-get-top-bids.html
Thu Oct 07 19:32:04 +0000 2021,Seattle Seahawks vs Los Angeles Rams NFL live streaming details and Dream 11 predictions https://t.co/pOUoSC8Svr,https://www.republicworld.com/sports-news/other-sports/seattle-seahawks-vs-los-angeles-rams-nfl-live-streaming-details-and-dream-11-predictions.html
Thu Oct 07 19:07:52 +0000 2021,"'Not attended single NEC in 5 years': Varun Gandhi, as BJP sidelines MP from National Council https://t.co/VL7sNPpYe3",https://www.republicworld.com/india-news/politics/not-attended-single-nec-in-5yrs-varun-gandhi-as-bjp-sidelines-mp-from-national-council.html
Thu Oct 07 18:43:55 +0000 2021,Maharashtra govt launches 'Mission Kawach Kundal' to vaccinate 15 lakh people per day https://t.co/eORChFzNga,https://www.republicworld.com/india-news/general-news/maharashtra-govt-launches-mission-kawach-kundal-to-vaccinate-15-lakh-people-per-day.html
Thu Oct 07 18:12:52 +0000 2021,Luis Suarez attacks Barcelona boss again; states phone call ending his stint lasted 40s https://t.co/K3b6w5SKcu,https://www.republicworld.com/sports-news/football-news/luis-suarez-attacks-barcelona-boss-again-states-phone-call-ending-his-stint-lasted-40s.html
Thu Oct 07 18:11:26 +0000 2021,Kabul's cargo air corridor to be operational next week; first flight to carry pine nuts https://t.co/rNysEDbSe4,https://www.republicworld.com/world-news/rest-of-the-world-news/kabuls-cargo-air-corridor-to-be-operational-next-week-first-flight-to-carry-pine-nuts.html
Thu Oct 07 18:07:58 +0000 2021,UK removes mandatory quarantine for vaccinated Indians after India's reciprocal measures https://t.co/r5VWhil2p4,https://www.republicworld.com/world-news/uk-news/uk-removes-mandatory-quarantine-for-vaccinated-indians-after-indias-reciprocal-measures.html
Thu Oct 07 18:06:26 +0000 2021,"#IPL2021: KKR virtually seal last play-off berth with win over RR, MI need miracle https://t.co/9mKQ1G9HYM",https://www.republicworld.com/sports-news/cricket-news/ipl-2021-kkr-virtually-seal-last-play-off-berth-with-win-over-rr-mi-need-miracle.html
Thu Oct 07 17:44:26 +0000 2021,#Modi20Years | From 12th largest we became 2nd largest mobile phones producers between 2014-2021; we are 2nd larges… https://t.co/7zIQbheaCE,https://twitter.com/i/web/status/1446169561275899921
Thu Oct 07 17:41:20 +0000 2021,India's Anshu Malik wins silver medal at World Wrestling Championships; Sarita bags bronze https://t.co/nM5vG7knvI,https://www.republicworld.com/sports-news/other-sports/indias-anshu-malik-wins-silver-medal-at-world-wrestling-championships-sarita-bags-bronze.html
Thu Oct 07 17:32:24 +0000 2021,"#Modi20Years | When Modi started Jan Dhan Yojana, he was laughed at saying poor people won't use cell phones and ne… https://t.co/sL2NXMQfSm",https://twitter.com/i/web/status/1446166531671400448
Thu Oct 07 17:30:21 +0000 2021,"#Modi20Years | Our country - hopelessness, poverty, parliamentary rights being denied - it's one of the worst misfo… https://t.co/IiOlhtw0bc",https://twitter.com/i/web/status/1446166015340023808
Thu Oct 07 17:16:13 +0000 2021,#Modi20Years | The beauty and difference between Dr Manmohan Singh and Narendra Modi is that Manmohan Singh was in… https://t.co/XXiK8S4OVO,https://twitter.com/i/web/status/1446162458637312010
Thu Oct 07 17:06:43 +0000 2021,"#Modi20Years | Our country - hopelessness, poverty, parliamentary rights being denied - it's one of the worst misfo… https://t.co/je0DtxVais",https://twitter.com/i/web/status/1446160067766591498
Thu Oct 07 17:05:22 +0000 2021,#Modi20Years | I must congratulate Narendra Modi for completing 20 years as a leader in public life. He's the India… https://t.co/nW7QBuVGhs,https://twitter.com/i/web/status/1446159730976591874
Thu Oct 07 17:02:25 +0000 2021,"Green Strategic partnership to be discussed with Denmark PM during his visit, informs MEA  https://t.co/iqfqpk4XMe",https://www.republicworld.com/india-news/politics/green-strategic-partnership-to-be-discussed-with-denmark-pm-during-his-visit-informs-mea.html
Thu Oct 07 17:01:54 +0000 2021,"#Modi20Years | On this Shubh day, we are wishing the PM on his 20th year in power, which is a huge achievement for… https://t.co/4koqSfFDWb",https://twitter.com/i/web/status/1446158857999306753
Thu Oct 07 16:56:57 +0000 2021,#Modi20Years | The beauty and difference between Dr Manmohan Singh and Narendra Modi is that Manmohan Singh was in… https://t.co/sboE0BDpkf,https://twitter.com/i/web/status/1446157610852368384
Thu Oct 07 16:54:58 +0000 2021,#Modi20Years | I must congratulate Narendra Modi for completing 20 years as a leader in public life. He's the India… https://t.co/3dNgcwDbR7,https://twitter.com/i/web/status/1446157110803243017
Thu Oct 07 16:52:01 +0000 2021,"#Modi20Years | As Prime Minister @NarendraModi completes 20 years as a chief political executive, tune in to watch… https://t.co/PQdxMIZMsQ",https://twitter.com/i/web/status/1446156370739269633
Thu Oct 07 16:45:19 +0000 2021,MEA hopeful for early solution to India-UK row over travel restrictions amid COVID https://t.co/33A7IUmWhU,https://www.republicworld.com/india-news/general-news/mea-hopeful-for-early-solution-to-india-uk-row-over-travel-restrictions-amid-covid.html
Thu Oct 07 16:44:05 +0000 2021,"#Modi20Years | On this Shubh day, we are wishing the PM on his 20th year in power, which is a huge achievement for… https://t.co/6XASGmooca",https://twitter.com/i/web/status/1446154374795829251
Thu Oct 07 16:40:11 +0000 2021,#AvengeSrinagarKillings | The biggest casualty in Kashmir is truth. What a refreshing change today to hear… https://t.co/trqyNSCHZG,https://twitter.com/i/web/status/1446153390237499394
Thu Oct 07 16:38:26 +0000 2021,"#Modi20Years | As Prime Minister @NarendraModi completes 20 years as a chief political executive, tune in to watch… https://t.co/Kt7cs8afjx",https://twitter.com/i/web/status/1446152952268267531
Thu Oct 07 16:32:55 +0000 2021,#AvengeSrinagarKillings | I have condemned this. Killing of innocents is not acceptable. The wisdom &amp; nomenclature… https://t.co/DmrryOvyBh,https://twitter.com/i/web/status/1446151565128048644
Thu Oct 07 16:32:53 +0000 2021,"The Debate with Arnab on #Modi20Years is now #LIVE, on-air and online. Tune-in to watch here -… https://t.co/v49P116PF2",https://twitter.com/i/web/status/1446151555527241728
Thu Oct 07 16:30:33 +0000 2021,T20 World Cup: ICC unveils umpires for India versus Pakistan clash https://t.co/NFWamWgL4N,https://www.republicworld.com/sports-news/cricket-news/t20-world-cup-icc-unveils-umpires-for-india-versus-pakistan-clash.html
Thu Oct 07 16:27:37 +0000 2021,"#AvengeSrinagarKillings | It is the future of Kashmir at stake. If politicians support terrorists, there'll be no K… https://t.co/vrQu1g2m6m",https://twitter.com/i/web/status/1446150229904932866
Thu Oct 07 16:23:26 +0000 2021,"#AvengeSrinagarKillings | Arnab questions political analyst Aabid Mir Magami as terrorists kill civilians, includin… https://t.co/Y9BsldKLuQ",https://twitter.com/i/web/status/1446149175234629632
Thu Oct 07 16:21:29 +0000 2021,MEA expresses concerns over cross-border terrorism in J&amp;K as terrorists kill 5 in two days https://t.co/EuJ4NM0As9,https://www.republicworld.com/india-news/general-news/mea-expresses-concerns-over-cross-border-terrorism-in-j-and-k-as-terrorists-kill-5-in-two-days.html
Thu Oct 07 16:20:31 +0000 2021,#AvengeSrinagarKillings | The biggest casualty in Kashmir is truth. What a refreshing change today to hear… https://t.co/xr8oxGA5sN,https://twitter.com/i/web/status/1446148442191917057
Thu Oct 07 16:17:14 +0000 2021,#AvengeSrinagarKillings | I have condemned this. Killing of innocents is not acceptable. The wisdom &amp; nomenclature… https://t.co/UiUObpBKQg,https://twitter.com/i/web/status/1446147616421466118
Thu Oct 07 16:14:02 +0000 2021,"#AvengeSrinagarKillings | It is the future of Kashmir at stake. If politicians support terrorists, there'll be no K… https://t.co/WARNqBR5Ie",https://twitter.com/i/web/status/1446146812256026627
Thu Oct 07 16:11:02 +0000 2021,"#AvengeSrinagarKillings | Arnab questions political analyst Aabid Mir Magami as terrorists kill civilians, includin… https://t.co/3DSFuQ866M",https://twitter.com/i/web/status/1446146055221899266
Thu Oct 07 16:10:37 +0000 2021,#AvengeSrinagarKillings | Gaurav Bhatia engages in a fierce debate with Mohd Aqib Renzushah on The Debate with Arna… https://t.co/uWgtNMYS1G,https://twitter.com/i/web/status/1446145949751918592
Thu Oct 07 16:07:49 +0000 2021,#AvengeSrinagarKillings | These people will be defeated and we will firmly stand with families that have lost loved… https://t.co/G3wSGWhKHe,https://twitter.com/i/web/status/1446145245251473415
Thu Oct 07 16:04:01 +0000 2021,India to resume issuing visas for tourists visiting in chartered flights from Oct 15: MHA https://t.co/TtXYgyh3wg,https://www.republicworld.com/lifestyle/travel/india-to-resume-issuing-visas-for-tourists-visiting-in-chartered-flights-from-oct-15-mha.html
Thu Oct 07 16:03:56 +0000 2021,#AvengeSrinagarKillings | Gaurav Bhatia engages in a fierce debate with Mohd Aqib Renzushah on The Debate with Arna… https://t.co/uVoBV7nwS2,https://twitter.com/i/web/status/1446144268834258947
Thu Oct 07 16:01:42 +0000 2021,#AvengeSrinagarKillings | Only 2 families are adequately protected in Kashmir &amp; yet they can't call a spade a spade… https://t.co/AmqWHZmsLy,https://twitter.com/i/web/status/1446143707527331842
Thu Oct 07 15:57:56 +0000 2021,#AvengeSrinagarKillings | These people will be defeated and we will firmly stand with families that have lost loved… https://t.co/PPsSNxZTtU,https://twitter.com/i/web/status/1446142759660703745
Thu Oct 07 15:57:09 +0000 2021,"#AvengeSrinagarKillings | We've been losing Kashmiri civilians, mainly political activists. But these killings, the… https://t.co/szcktE9BXb",https://twitter.com/i/web/status/1446142560729133056
Thu Oct 07 15:55:45 +0000 2021,"#AvengeSrinagarKillings | Terrorism has no justification, barbarism has no justification. Anybody from NC or PDP wh… https://t.co/ngwnpAiRUc",https://twitter.com/i/web/status/1446142208676020230
Thu Oct 07 15:53:32 +0000 2021,#AvengeSrinagarKillings | Only 2 families are adequately protected in Kashmir &amp; yet they can't call a spade a spade… https://t.co/zSyUjSVA9P,https://twitter.com/i/web/status/1446141652775555073
Thu Oct 07 15:53:17 +0000 2021,"The Debate with Arnab on #AvengeSrinagarKillings is now #LIVE, on-air and online, here - https://t.co/NWgtMkjnrK https://t.co/ZMFrVsebgp",https://youtube.com/watch?v=xtoOK86mW8Y
Thu Oct 07 15:52:41 +0000 2021,Vaccine Maitri: Centre permits export of Covishield &amp; Covaxin doses to neighboring nations https://t.co/VJMQKE3RVm,https://www.republicworld.com/india-news/general-news/vaccine-maitri-centre-permits-export-of-covishield-and-covaxin-doses-to-neighboring-nations.html
Thu Oct 07 15:51:04 +0000 2021,"#AvengeSrinagarKillings | We've been losing Kashmiri civilians, mainly political activists. But these killings, the… https://t.co/RH1mc6CanR",https://twitter.com/i/web/status/1446141033125859328
Thu Oct 07 15:49:06 +0000 2021,"#AvengeSrinagarKillings | Terrorism has no justification, barbarism has no justification. Anybody from NC or PDP wh… https://t.co/2GjAqJNrpK",https://twitter.com/i/web/status/1446140534771179521
Thu Oct 07 15:48:25 +0000 2021,"The Debate with Arnab on #AvengeSrinagarKillings is now #LIVE, on-air and online, here - https://t.co/NWgtMkjnrK https://t.co/NK3oVVhb3K",https://youtube.com/watch?v=xtoOK86mW8Y
Thu Oct 07 15:45:41 +0000 2021,#AvengeSrinagarKillings | Srinagar Mayor @Junaid_Mattu is #LIVE with Arnab Goswami on The Debate; Tune in to watch… https://t.co/NZOmQzAfcp,https://twitter.com/i/web/status/1446139676666982401
Thu Oct 07 15:34:16 +0000 2021,"The Debate with Arnab on #AvengeSrinagarKillings is now #LIVE, on-air and online, here - https://t.co/3AdouRdizw https://t.co/WZuhfRHDQm",https://www.youtube.com/watch?v=xtoOK86mW8Y
Thu Oct 07 15:28:38 +0000 2021,"India's Devastating Plan To Dominate China In The Skies | Indian Air Force's Modernisation EXPLAINED

Click below t… https://t.co/uDvsbymBgA",https://twitter.com/i/web/status/1446135386678333442
Thu Oct 07 15:28:22 +0000 2021,#Modi20Years | From Swachh Bharat To Ayushman Scheme; @NarendraModi Govt's Vision Aims For Health &amp; Social Security… https://t.co/rTv7dotFWa,https://twitter.com/i/web/status/1446135317212262413
Thu Oct 07 15:28:06 +0000 2021,#Modi20Years | Rise Of Naya Kashmir: Political Process &amp; Development Begins Post Abrogation Of Article 370 In J&amp;K https://t.co/rKOLc7jRJ9,https://www.youtube.com/watch?v=zXv2p5cEkfs&feature=youtu.be
Thu Oct 07 15:20:27 +0000 2021,Union Min Mukhtar Abbas Naqvi condemns J&amp;K civilian killings; 'Will smoke terrorists out' https://t.co/o0YTj8qbhH,https://www.republicworld.com/india-news/general-news/union-min-mukhtar-abbas-naqvi-condemns-j-and-k-civilian-killings-will-smoke-terrorists-out.html
Thu Oct 07 15:16:16 +0000 2021,"J&amp;K terror attacks: 'Situation tense in valley,' says family of deceased school teacher https://t.co/Yt30qx9zvm",https://www.republicworld.com/india-news/general-news/j-and-k-targeted-terror-situation-tense-in-valley-says-family-of-murdered-school-teacher.html
Thu Oct 07 15:06:53 +0000 2021,Fact Check: WhatsApp to be prohibited in India from 11:30 pm to 6 am? https://t.co/dDtpGJXVxV,https://www.republicworld.com/fact-check/technology/fact-check-whatsapp-to-be-prohibited-in-india-from-1130-pm-to-6-am.html
Thu Oct 07 15:00:59 +0000 2021,Akhilesh Yadav demands MoS Ajay Misra's resignation; 'Investigators will salute him first' https://t.co/ElF1aVILfS,https://www.republicworld.com/india-news/politics/akhilesh-yadav-demands-mos-ajay-misras-resignation-investigators-will-salute-him-first.html
Thu Oct 07 14:36:23 +0000 2021,#Modi20Years | Swachh Bharat Mission: @narendramodi Govt's Cleanliness Campaign To Combat Challenges Of Urban India… https://t.co/l4VIOxI1UO,https://twitter.com/i/web/status/1446122237803646982
Thu Oct 07 14:36:06 +0000 2021,"#Modi20Years | @narendramodi 's 'Minimum Government, Maximum Governance'; Over 1500 Obsolete Laws Removed - https://t.co/G0lg9WxiqZ",https://www.youtube.com/watch?v=R46fh-UBOos
Thu Oct 07 14:35:30 +0000 2021,#Modi20Years | From Sarovar Dam to Central Vista; @narendramodi Govt's Vision For Grand Projects - https://t.co/h9e4TyPgCu,https://www.youtube.com/watch?v=xp3UaVNdAmY
Thu Oct 07 14:34:36 +0000 2021,"#Modi20Years | 'Beti Bachao, Beti Padao': @narendramodi Govt's Exemplary Vision For Women Empowerment - https://t.co/GRpdEdo0q7",https://www.youtube.com/watch?v=yIskQhh8lOs
Thu Oct 07 14:33:53 +0000 2021,#Modi20Years | @narendramodi Govt Pushes For 'Co-Operative Federalism'; Redraws Centre-State Ties Through Niti Ayog… https://t.co/mdSTQIAy5T,https://twitter.com/i/web/status/1446121606376407047
Thu Oct 07 14:32:56 +0000 2021,#Modi20Years | Largest Vaccination Drive to Compensation Scheme : @narendramodi Govt's Efforts to Beat COVID-19 Pan… https://t.co/gaCvGyRQaf,https://twitter.com/i/web/status/1446121368697729039
Thu Oct 07 14:21:01 +0000 2021,"Jitendra Singh condemns killing of teachers in J&amp;K, questions 'Votaries of Human Rights'

https://t.co/3kIlWLRNFW",https://www.republicworld.com/india-news/law-and-order/jitendra-singh-condones-killing-of-teachers-in-j-and-k-questions-votaries-of-human-rights.html
Thu Oct 07 14:19:12 +0000 2021,"'Aryan Khan is friends with Arbaaz, but doesn't know his activities': SRK's son's lawyer https://t.co/3RpNCWCYR4",https://www.republicworld.com/entertainment-news/bollywood-news/aryan-khan-is-friends-with-arbaaz-but-doesnt-know-his-activities-srks-sons-lawyer.html
Thu Oct 07 14:19:01 +0000 2021,IPL 2021: Fans impressed with KL Rahul's aggression; call him 'world's best T20 batter' https://t.co/aPRIdxGO7l,https://www.republicworld.com/sports-news/cricket-news/ipl-2021-fans-impressed-with-kl-rahuls-aggression-call-him-worlds-best-t20-batter.html
Thu Oct 07 14:18:24 +0000 2021,Zydus Cadila vaccine to be inoculated via applicator and not syringe: NITI Aayog's Dr Paul https://t.co/7cYi3H11UC,https://www.republicworld.com/india-news/general-news/zydus-cadila-vaccine-to-be-inoculated-via-applicator-and-not-syringe-niti-aayogs-dr-paul.html
Thu Oct 07 14:18:10 +0000 2021,Narada Case: Calcutta HC directs ED &amp; CBI officials to appear before WB Assembly Speaker https://t.co/qgkdqgCLHg,https://www.republicworld.com/india-news/general-news/narada-case-calcutta-hc-directs-ed-and-cbi-officials-to-appear-before-wb-assembly-speaker.html
Thu Oct 07 14:13:20 +0000 2021,East Central Railway Recruitment 2021: Applications invited for 2206 posts; check details https://t.co/Ejh9XlcWeF,https://www.republicworld.com/india-news/education/east-central-railway-recruitment-2021-applications-invited-for-2206-posts-check-details.html
Thu Oct 07 14:11:05 +0000 2021,Hockey Belgium 'disappointed' with India's all-round dominant show at FIH awards https://t.co/JN1q2vWBcq,https://www.republicworld.com/sports-news/hockey-news/hockey-belgium-disappointed-with-indias-all-round-dominant-show-at-fih-awards.html
Thu Oct 07 14:00:17 +0000 2021,Goswami-Fitzpatrick Trophy: Ex-spinner wants India-Australia series named after legends https://t.co/jkpNk31tZS,https://www.republicworld.com/sports-news/cricket-news/goswami-fitzpatrick-trophy-ex-spinner-wants-india-australia-series-named-after-legends.html
Thu Oct 07 13:57:27 +0000 2021,"Aryan Khan LIVE Updates: SRK's son sent to 14 days judicial custody; bail plea tomorrow

https://t.co/Ef7ZRJFOX7",https://www.republicworld.com/india-news/general-news/aryan-khan-bail-hearing-live-updates-ncb-to-seek-further-custody-of-shah-rukh-khans-son.html
Thu Oct 07 13:55:52 +0000 2021,"Navjot Singh Sidhu, other Congress leaders detained en route to Lakhimpur Kheri https://t.co/ng6ITrF9v5",https://www.republicworld.com/india-news/politics/navjot-singh-sidhu-other-congress-leaders-detained-en-route-to-lakhimpur-kheri.html
Thu Oct 07 13:55:04 +0000 2021,#BREAKING | Aryan Khan to stay in NCB office tonight after marathon hearing as Court sends all accused to 14-day ju… https://t.co/B98eJvsyCj,https://twitter.com/i/web/status/1446111837829746706
Thu Oct 07 13:52:03 +0000 2021,"As PM Modi clocks two decades in public office, netizens heap praise for selfless service https://t.co/GOc1ZKw45B",https://www.republicworld.com/india-news/general-news/as-pm-modi-clocks-two-decades-in-public-office-netizens-heap-praise-for-selfless-service.html
Thu Oct 07 13:42:55 +0000 2021,SRK's son Aryan Khan sent to 14-days Judicial Custody in NCB Drug raid; bail plea tomorrow https://t.co/etx2lmNfP6,https://www.republicworld.com/india-news/general-news/srks-son-aryan-khan-sent-to-14-days-judicial-custody-in-ncb-drug-raid-bail-plea-tomorrow.html
Thu Oct 07 13:41:54 +0000 2021,#BREAKING | Aryan Khan's bail plea to be heard tomorrow at 11 AM as Court sends all accused to 14-day judicial cust… https://t.co/OXwihJECFW,https://twitter.com/i/web/status/1446108524413476867
Thu Oct 07 13:38:36 +0000 2021,PM Modi's ambitious Ayushman Bharat digital mission hailed by Singapore Foreign Minister https://t.co/0XCj8Bh1NB,https://www.republicworld.com/world-news/rest-of-the-world-news/pm-modis-ambitious-ayushman-bharat-digital-mission-hailed-by-singapore-foreign-minister.html
Thu Oct 07 13:34:57 +0000 2021,Suresh Raina's exclusion from CSK's playing XI against PBKS surprises heartbroken fans https://t.co/QUiLIPXQg7,https://www.republicworld.com/sports-news/cricket-news/suresh-rainas-exclusion-from-csks-playing-xi-against-pbks-surprises-heartbroken-fans.html
Thu Oct 07 13:31:42 +0000 2021,#BREAKING | Aryan Khan &amp; 7 other accused arrested by NCB in Cruise ship drug bust sent to judicial custody for 14 d… https://t.co/57DReP2Vn5,https://twitter.com/i/web/status/1446105956450856969
Thu Oct 07 13:28:31 +0000 2021,#BREAKING | Aryan Khan and seven other accused sent to 14-days judicial custody in the Mumbai cruise drug bust case… https://t.co/GHupHIZIvQ,https://twitter.com/i/web/status/1446105156844589056
Thu Oct 07 13:22:10 +0000 2021,Republic tracking #LIVE from Killa Court and outside NCB office as court's order on the custody of Aryan Khan and o… https://t.co/inP1BSQtN5,https://twitter.com/i/web/status/1446103559074983938
Thu Oct 07 13:15:00 +0000 2021,#Modi20Years | @narendramodi Govt's Big Infrastructure Push: Total Investment Of Above Rs 100 Lakh Crores - https://t.co/UBuDAniUYL,https://www.youtube.com/watch?v=-prjxUhZ5m8
Thu Oct 07 13:12:18 +0000 2021,Standby for Court order on marathon hearing of all accused including Aryan Khan in Mumbai cruise drug bust. Watch f… https://t.co/VpUw3QQcmX,https://twitter.com/i/web/status/1446101074755170308
Thu Oct 07 13:09:22 +0000 2021,Nobel Prize 2021 in Literature: What did novelist Abdulrazak Gurnah win laurel for? https://t.co/zHdEPr8Uo6,https://www.republicworld.com/lifestyle/art/nobel-prize-2021-in-literature-what-did-novelist-abdulrazak-gurnah-win-laurel-for.html
Thu Oct 07 13:08:56 +0000 2021,"#Modi20Years | At 8 pm tonight, tune in to Republic as we take a look back at 20 administrative areas that… https://t.co/XQX6Qct4cv",https://twitter.com/i/web/status/1446100227304267777
Thu Oct 07 13:03:45 +0000 2021,#BREAKING | Court dictating order on hearing of all accused including Aryan Khan after a marathon hearing; Stay tun… https://t.co/AOoIuj1RDn,https://twitter.com/i/web/status/1446098923219730434
Thu Oct 07 13:01:05 +0000 2021,"#Modi20Years | At 10 pm tonight, tune in to Republic TV for a special edition of The Debate with Arnab on 20 years… https://t.co/7msELdJNEY",https://twitter.com/i/web/status/1446098252370087939
Thu Oct 07 13:00:02 +0000 2021,#Modi20Years | How @narendramodi Govt Strengthened &amp; Modernised India's Defence Sector - https://t.co/IUkkCbLc1o,https://www.youtube.com/watch?v=wWZZ0eZy0X8
Thu Oct 07 12:52:38 +0000 2021,"Ramiz Raja forgets he's Pakistan Cricket's chief, 'breaks news' of ECB chief stepping down https://t.co/axy2g1n9rf",https://www.republicworld.com/sports-news/cricket-news/ramiz-raja-forgets-hes-pakistan-crickets-chief-breaks-news-of-ecb-chief-stepping-down.html
Thu Oct 07 12:45:00 +0000 2021,#Modi20Years | @narendramodi Govt's Climate Change Initiative: India set to achieve Paris Agreement target by 2030 - https://t.co/DjHULrLyWs,https://www.youtube.com/watch?v=Gi9iRNYMChQ
Thu Oct 07 12:44:17 +0000 2021,"Cauvery River is polluted by a range of contaminants, IIT-Madras research reveals https://t.co/yWxukfpDsx",https://www.republicworld.com/india-news/education/cauvery-river-is-polluted-by-a-range-of-contaminants-iit-madras-research-reveals.html
Thu Oct 07 12:44:11 +0000 2021,"#BREAKING | ASG Anil Singh urges Judge to read statements of Aryan Khan and others, in a rebuttal to Satish Maneshi… https://t.co/ijj80xg0s8",https://twitter.com/i/web/status/1446094000944041987
Thu Oct 07 12:40:40 +0000 2021,Top 10 Headlines: MoS Home's son Ashish Mishra summoned; Aryan Khan's arrest and more https://t.co/njPnbHh9PM,https://www.republicworld.com/india-news/general-news/top-10-headlines-mos-homes-son-ashish-mishra-summoned-aryan-khans-arrest-and-more.html
Thu Oct 07 12:39:31 +0000 2021,UPSC Prelims Exam 2021 on October 10: UPSC releases guidelines for UPSC candidates https://t.co/rffaeG2xag,https://www.republicworld.com/india-news/education/upsc-prelims-exam-2021-on-october-10-upsc-releases-guidelines-for-upsc-candidates.html
Thu Oct 07 12:37:09 +0000 2021,Amit Shah reviews national security with NSA amid terrorists' civilian murders in J&amp;K https://t.co/jbw8Iedc1k,https://www.republicworld.com/india-news/general-news/amit-shah-reviews-national-security-with-nsa-amid-terrorists-civilian-murders-in-j-and-k.html
Thu Oct 07 12:33:55 +0000 2021,"NEET MDS counselling 2021 for round 2 begins today, check counselling timeline here https://t.co/A9Nhm851ot",https://www.republicworld.com/india-news/education/neet-mds-counselling-2021-for-round-2-begins-today-check-counselling-timeline-here.html
Thu Oct 07 12:31:15 +0000 2021,"OJEE Result 2021 out for https://t.co/tvZlAhTPWk course, here's direct link to download scorecards https://t.co/zPjqBNc0hJ","http://B.CAT , https://www.republicworld.com/india-news/education/ojee-result-2021-out-for-b-dot-cat-course-heres-direct-link-to-download-scorecards.html"
Thu Oct 07 12:30:00 +0000 2021,"#Modi20Years | @narendramodi govt's 'water for all' mission, each home to get tap water by 2024 - https://t.co/N81TkAiii8",https://www.youtube.com/watch?v=nqG3fVjv8Jw
Thu Oct 07 12:29:47 +0000 2021,Mumbai Cruise Drug bust: Watch Republic's non-stop rolling coverage on bail hearing of Aryan Khan and other accused… https://t.co/gstdpXwmyB,https://twitter.com/i/web/status/1446090376436191238
Thu Oct 07 12:27:38 +0000 2021,Bihar Simultala Awasiya Vidyalaya class 6 Admissions: Registration deadline extended https://t.co/Vikdbd2aWZ,https://www.republicworld.com/india-news/education/bihar-simultala-awasiya-vidyalaya-class-6-admissions-registration-deadline-extended.html
Thu Oct 07 12:25:50 +0000 2021,Pakistan attacks its own embassy for failing to get Joe Biden to call Imran Khan https://t.co/geSkFPxzaE,https://www.republicworld.com/world-news/pakistan-news/pakistan-attacks-its-own-embassy-for-failing-to-get-joe-biden-to-call-imran-khan.html
Thu Oct 07 12:15:00 +0000 2021,"#Modi20Years | From Increasing Classrooms To Libraries, NEP 2020 A Major Success Under @narendramodi Govt - https://t.co/CAzGCP4h4l",https://www.youtube.com/watch?v=k3F_RirVkJc
Thu Oct 07 12:04:37 +0000 2021,"Aryan Khan's Hearing LIVE Updates: Aryan says he 'doesn't know Arbaaz Merchant's activities'

https://t.co/Ef7ZRJFOX7",https://www.republicworld.com/india-news/general-news/aryan-khan-bail-hearing-live-updates-ncb-to-seek-further-custody-of-shah-rukh-khans-son.html
Thu Oct 07 12:00:02 +0000 2021,#Modi20Years | India's Infra Growth Catalyzed Under @narendramodi Govt Through Massive Development Push - https://t.co/LKtdNI2WVi,https://www.youtube.com/watch?v=8oz_M4BYXHg
Thu Oct 07 11:58:13 +0000 2021,#BREAKING | Satish Maneshinde says Aryan Khan was invited as a VVIP guest on the cruise and has no connection with… https://t.co/Bf8sKRq4zP,https://twitter.com/i/web/status/1446082431564529676
Thu Oct 07 11:57:20 +0000 2021,"#BREAKING | Satish Maneshinde, representing Aryan Khan, seeks judicial custody of his client instead of NCB custody… https://t.co/sGOzDlx5Vg",https://twitter.com/i/web/status/1446082210688389125
Thu Oct 07 11:55:14 +0000 2021,"BPSC 65th Final Results 2021 released, check topper list &amp; steps to download result here https://t.co/xYksb4vCtY",https://www.republicworld.com/india-news/education/bpsc-65th-final-results-2021-released-check-topper-list-and-steps-to-download-result-here.html
